FA/binder,CA/Binder,Binder (kg),% of SiO2,% of CaO,% of Al2O3,liquid/binder ratio,NaOH Molarity,Na2SiO3/  NaOH,Additional Water (%),SP (% of b),Curing temp (0 C),Age,Comp. Strength (Mpa),,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,1.50,0.00,1.50,20.00,56.00,35.20,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,1.50,2.00,1.50,20.00,56.00,38.50,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,1.50,2.00,1.50,20.00,56.00,57.20,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,7.00,2.35,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,7.00,4.70,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,7.00,5.90,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,7.00,9.20,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,7.00,10.10,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,7.00,12.00,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,7.00,13.60,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,7.00,15.60,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,14.00,7.45,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,14.00,10.20,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,14.00,13.70,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,14.00,15.60,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,14.00,18.30,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,14.00,21.20,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,14.00,24.10,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,14.00,24.70,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,21.00,13.20,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,21.00,14.50,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,21.00,16.20,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,21.00,20.50,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,21.00,23.70,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,21.00,28.10,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,21.00,31.40,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,21.00,33.60,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,28.00,16.00,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,28.00,17.60,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,28.00,23.00,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,28.00,28.10,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,28.00,32.00,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,28.00,34.50,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,28.00,36.90,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,28.00,39.00,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,3.00,4.74,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,3.00,8.84,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,3.00,11.72,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,3.00,14.23,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,3.00,16.09,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,3.00,11.25,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,3.00,16.18,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,3.00,22.97,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,3.00,5.67,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,3.00,9.30,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,3.00,15.90,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,3.00,6.23,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,3.00,19.62,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,7.00,11.35,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,7.00,14.69,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,7.00,24.92,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,7.00,29.39,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,7.00,34.13,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,7.00,20.83,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,7.00,27.62,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,7.00,37.67,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,7.00,17.11,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,7.00,24.74,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,7.00,30.88,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,7.00,18.41,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,7.00,31.34,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,14.00,16.55,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,14.00,21.11,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,14.00,29.39,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,14.00,35.62,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,14.00,45.31,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,14.00,26.41,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,14.00,37.57,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,14.00,44.46,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,14.00,23.90,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,14.00,32.09,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,14.00,38.13,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,14.00,24.09,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,14.00,38.13,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,28.00,20.46,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,28.00,27.34,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,28.00,38.87,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,28.00,43.99,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,28.00,53.11,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,28.00,33.67,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,28.00,43.52,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,28.00,54.05,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,28.00,27.25,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,28.00,37.94,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,28.00,45.21,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,28.00,30.78,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,28.00,45.87,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,56.00,22.32,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,56.00,29.11,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,56.00,43.99,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,56.00,47.63,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,56.00,58.56,,
1.38,3.23,385.00,60.03,3.93,28.33,0.41,8.00,2.50,6.75,1.82,27.00,3.00,7.02,,
1.26,2.95,412.50,60.03,3.93,28.33,0.41,8.00,2.50,6.79,1.82,27.00,3.00,8.51,,
1.15,2.70,440.00,60.03,3.93,28.33,0.41,8.00,2.50,6.36,1.82,27.00,3.00,10.99,,
1.38,3.22,385.00,60.03,3.93,28.33,0.41,12.00,2.50,7.79,1.82,27.00,3.00,9.03,,
1.26,2.93,412.50,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,3.00,11.05,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,3.00,14.05,,
1.38,3.21,385.00,60.03,3.93,28.33,0.41,16.00,2.50,8.31,1.82,27.00,3.00,10.01,,
1.25,2.93,412.50,60.03,3.93,28.33,0.41,16.00,2.50,8.24,1.82,27.00,3.00,12.03,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,16.00,2.50,8.18,1.82,27.00,3.00,14.99,,
1.38,3.23,385.00,60.03,3.93,28.33,0.41,8.00,2.50,6.75,1.82,27.00,7.00,10.99,,
1.26,2.95,412.50,60.03,3.93,28.33,0.41,8.00,2.50,6.79,1.82,27.00,7.00,13.02,,
1.15,2.70,440.00,60.03,3.93,28.33,0.41,8.00,2.50,6.36,1.82,27.00,7.00,16.05,,
1.38,3.22,385.00,60.03,3.93,28.33,0.41,12.00,2.50,7.79,1.82,27.00,7.00,14.02,,
1.26,2.93,412.50,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,7.00,16.94,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,7.00,20.02,,
1.38,3.21,385.00,60.03,3.93,28.33,0.41,16.00,2.50,8.31,1.82,27.00,7.00,19.02,,
1.25,2.93,412.50,60.03,3.93,28.33,0.41,16.00,2.50,8.24,1.82,27.00,7.00,21.06,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,16.00,2.50,8.18,1.82,27.00,7.00,25.07,,
1.38,3.23,385.00,60.03,3.93,28.33,0.41,8.00,2.50,6.75,1.82,27.00,28.00,22.02,,
1.26,2.95,412.50,60.03,3.93,28.33,0.41,8.00,2.50,6.79,1.82,27.00,28.00,25.01,,
1.15,2.70,440.00,60.03,3.93,28.33,0.41,8.00,2.50,6.36,1.82,27.00,28.00,27.00,,
1.38,3.22,385.00,60.03,3.93,28.33,0.41,12.00,2.50,7.79,1.82,27.00,28.00,29.99,,
1.26,2.93,412.50,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,28.00,34.98,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,12.00,2.50,7.27,1.82,27.00,28.00,37.96,,
1.38,3.21,385.00,60.03,3.93,28.33,0.41,16.00,2.50,8.31,1.82,27.00,28.00,32.98,,
1.25,2.93,412.50,60.03,3.93,28.33,0.41,16.00,2.50,8.24,1.82,27.00,28.00,37.96,,
1.15,2.68,440.00,60.03,3.93,28.33,0.41,16.00,2.50,8.18,1.82,27.00,28.00,41.01,,
1.39,2.58,450.00,32.40,40.70,14.96,0.35,14.00,2.50,0.00,5.00,25.00,7.00,59.17,,
1.39,2.58,450.00,35.38,36.86,16.21,0.35,14.00,2.50,0.00,5.00,25.00,7.00,57.38,,
1.39,2.58,450.00,38.36,33.01,17.47,0.35,14.00,2.50,0.00,5.00,25.00,7.00,55.21,,
1.39,2.58,450.00,41.34,29.17,18.72,0.35,14.00,2.50,0.00,5.00,25.00,7.00,48.22,,
1.39,2.58,450.00,44.32,25.33,19.98,0.35,14.00,2.50,0.00,5.00,25.00,7.00,41.83,,
1.39,2.58,450.00,47.30,21.49,21.23,0.35,14.00,2.50,0.00,5.00,25.00,7.00,44.90,,
1.39,2.58,450.00,50.28,17.64,22.48,0.35,14.00,2.50,0.00,5.00,25.00,7.00,38.95,,
1.39,2.58,450.00,32.40,40.70,14.96,0.35,14.00,2.50,0.00,5.00,25.00,7.00,59.17,,
1.39,2.58,450.00,34.38,36.80,17.87,0.35,14.00,2.50,0.00,5.00,25.00,7.00,44.03,,
1.39,2.58,450.00,36.36,32.90,20.78,0.35,14.00,2.50,0.00,5.00,25.00,7.00,37.63,,
1.39,2.58,450.00,38.34,29.00,23.70,0.35,14.00,2.50,0.00,5.00,25.00,7.00,30.95,,
1.39,2.58,450.00,40.32,25.10,26.61,0.35,14.00,2.50,0.00,5.00,25.00,7.00,29.43,,
1.39,2.58,450.00,42.31,21.20,29.52,0.35,14.00,2.50,0.00,5.00,25.00,7.00,28.36,,
1.39,2.58,450.00,44.29,17.29,32.43,0.35,14.00,2.50,0.00,5.00,25.00,7.00,27.90,,
1.39,2.58,450.00,32.40,40.70,14.96,0.35,14.00,2.50,0.00,5.00,25.00,7.00,59.17,,
1.39,2.58,450.00,37.74,36.72,13.65,0.35,14.00,2.50,0.00,5.00,25.00,7.00,41.32,,
1.39,2.58,450.00,43.07,32.74,12.35,0.35,14.00,2.50,0.00,5.00,25.00,7.00,39.71,,
1.39,2.58,450.00,48.41,28.77,11.04,0.35,14.00,2.50,0.00,5.00,25.00,7.00,35.33,,
1.39,2.58,450.00,53.74,24.79,9.73,0.35,14.00,2.50,0.00,5.00,25.00,7.00,33.45,,
1.39,2.58,450.00,59.08,20.81,8.43,0.35,14.00,2.50,0.00,5.00,25.00,7.00,32.51,,
1.39,2.58,450.00,64.42,16.83,7.12,0.35,14.00,2.50,0.00,5.00,25.00,7.00,31.88,,
1.74,3.10,380.00,63.30,2.50,26.80,0.45,8.00,2.50,0.00,1.00,25.00,28.00,29.67,,
1.74,3.10,380.00,60.48,5.71,25.37,0.45,8.00,2.50,0.00,1.00,25.00,28.00,35.06,,
1.74,3.10,380.00,57.65,8.93,23.94,0.45,8.00,2.50,0.00,1.00,25.00,28.00,39.37,,
1.74,3.10,380.00,54.83,12.14,22.51,0.45,8.00,2.50,0.00,1.00,25.00,28.00,42.62,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,8.00,2.51,14.97,0.00,25.00,7.00,13.60,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,8.00,2.51,14.97,0.00,25.00,7.00,9.50,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,8.00,2.51,14.97,0.00,25.00,7.00,8.20,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,8.00,2.51,14.97,0.00,25.00,21.00,38.70,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,8.00,2.51,14.97,0.00,25.00,21.00,13.60,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,8.00,2.51,14.97,0.00,25.00,21.00,11.50,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,8.00,2.51,14.97,0.00,25.00,28.00,39.40,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,8.00,2.51,14.97,0.00,25.00,28.00,24.70,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,8.00,2.51,14.97,0.00,25.00,28.00,18.60,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,10.00,2.51,14.97,0.00,25.00,7.00,16.10,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,10.00,2.51,14.97,0.00,25.00,7.00,10.40,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,10.00,2.51,14.97,0.00,25.00,7.00,9.70,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,10.00,2.51,14.97,0.00,25.00,21.00,41.20,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,10.00,2.51,14.97,0.00,25.00,21.00,24.90,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,10.00,2.51,14.97,0.00,25.00,21.00,15.70,,
1.64,3.05,394.00,37.73,37.34,14.42,0.40,10.00,2.51,14.97,0.00,25.00,28.00,42.90,,
1.64,3.05,394.00,39.16,33.66,17.18,0.40,10.00,2.51,14.97,0.00,25.00,28.00,32.80,,
1.64,3.05,394.00,42.90,28.12,17.24,0.40,10.00,2.51,14.97,0.00,25.00,28.00,33.80,,
1.81,3.28,400.00,50.64,2.51,26.42,0.33,10.00,2.51,0.00,2.30,25.00,7.00,17.86,,
1.81,3.28,400.00,44.44,6.01,21.58,0.33,10.00,2.51,0.00,2.30,25.00,7.00,22.60,,
1.81,3.28,400.00,38.23,9.50,16.73,0.33,10.00,2.51,0.00,2.30,25.00,7.00,34.78,,
1.81,3.28,400.00,50.64,2.51,26.42,0.33,10.00,2.51,0.00,2.30,25.00,28.00,25.67,,
1.81,3.28,400.00,44.44,6.01,21.58,0.33,10.00,2.51,0.00,2.30,25.00,28.00,30.23,,
1.81,3.28,400.00,38.23,9.50,16.73,0.33,10.00,2.51,0.00,2.30,25.00,28.00,46.25,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,8.00,1.00,5.00,1.00,25.00,7.00,3.42,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,10.00,1.00,5.00,1.00,25.00,7.00,4.34,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,12.00,1.00,5.00,1.00,25.00,7.00,5.69,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.00,5.00,1.00,25.00,7.00,10.96,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,16.00,1.00,5.00,1.00,25.00,7.00,11.92,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,0.50,5.00,1.00,25.00,7.00,7.89,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.50,5.00,1.00,25.00,7.00,12.79,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.00,5.00,1.00,25.00,7.00,12.99,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.50,5.00,1.00,25.00,7.00,13.47,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,3.00,5.00,1.00,25.00,7.00,12.31,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,8.00,1.00,5.00,1.00,25.00,14.00,5.43,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,10.00,1.00,5.00,1.00,25.00,14.00,8.95,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,12.00,1.00,5.00,1.00,25.00,14.00,13.40,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.00,5.00,1.00,25.00,14.00,17.64,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,16.00,1.00,5.00,1.00,25.00,14.00,20.31,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,0.50,5.00,1.00,25.00,14.00,14.98,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.50,5.00,1.00,25.00,14.00,19.16,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.00,5.00,1.00,25.00,14.00,19.59,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.50,5.00,1.00,25.00,14.00,20.14,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,3.00,5.00,1.00,25.00,14.00,18.36,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,8.00,1.00,5.00,1.00,25.00,28.00,9.45,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,10.00,1.00,5.00,1.00,25.00,28.00,12.31,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,12.00,1.00,5.00,1.00,25.00,28.00,18.41,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.00,5.00,1.00,25.00,28.00,22.33,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,16.00,1.00,5.00,1.00,25.00,28.00,24.34,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,0.50,5.00,1.00,25.00,28.00,19.27,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,1.50,5.00,1.00,25.00,28.00,23.47,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.00,5.00,1.00,25.00,28.00,23.96,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,2.50,5.00,1.00,25.00,28.00,24.75,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,14.00,3.00,5.00,1.00,25.00,28.00,21.97,,
1.69,3.13,405.00,45.80,13.70,21.40,0.40,13.00,1.00,20.00,0.00,25.00,7.00,9.30,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,13.00,1.00,20.00,0.00,25.00,7.00,15.40,,
1.69,3.13,405.00,40.16,23.07,21.03,0.40,13.00,1.00,20.00,0.00,25.00,7.00,13.59,,
1.69,3.13,405.00,37.34,27.75,20.85,0.40,13.00,1.00,20.00,0.00,25.00,7.00,12.08,,
1.69,3.13,405.00,45.80,13.70,21.40,0.40,13.00,1.00,20.00,0.00,25.00,14.00,12.79,,
1.69,3.13,405.00,42.98,18.38,21.22,0.40,13.00,1.00,20.00,0.00,25.00,14.00,18.91,,
1.69,3.13,405.00,40.16,23.07,21.03,0.40,13.00,1.00,20.00,0.00,25.00,14.00,16.10,,
